field_1,fid,SciName,decimallon,decimallat,issues,countryCod,occurrence,coordinate,institutio,references,basisOfRec,year,month,day,eventDate,geodeticDa
"19","2185620",Geranium lucidum,-123.528430000000000,44.434570000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","11","9",2007-11-09,NA
"20","2185622",Geranium lucidum,-123.504019999999997,44.455480000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2009","6","14",06-14-09,NA
"21","2185623",Geranium lucidum,-123.248859999999993,44.075659999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","6","15",06-15-08,NA
"22","2185624",Geranium lucidum,-123.174170000000004,44.038010000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2006","5","8",2006-05-08,NA
"23","2185625",Geranium lucidum,-122.513390000000001,43.746400000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","7","8",2004-07-08,NA
"24","2185626",Geranium lucidum,-122.598889999999997,43.966520000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2005","6","8",2005-06-08,NA
"25","2185627",Geranium lucidum,-122.580820000000003,43.973129999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","1","8",2007-01-08,NA
"26","2185628",Geranium lucidum,-122.532529999999994,43.753450000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","4","17",04-17-08,NA
"27","2689146",Geranium lucidum,-122.660349999999994,45.707380000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","7","13",2003-07-13,WGS84
"28","3044947",Geranium lucidum,-122.495000000000005,46.326670000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","5","28",05-28-13,WGS84
"29","3186324",Geranium lucidum,-123.291669999999996,44.115000000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","11",2001-01-11,WGS84
"30","3186338",Geranium lucidum,-122.663330000000002,44.413330000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","11",2001-01-11,WGS84
"31","3191958",Geranium lucidum,-122.953329999999994,43.780000000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","12",2001-01-12,WGS84
"32","3970298",Geranium lucidum,-122.696320000000000,45.745480000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","9","14",09-14-14,WGS84
"33","4819456",Geranium lucidum,-122.710759999999993,45.872050000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"34","4819457",Geranium lucidum,-122.709080000000000,45.871380000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"35","4819458",Geranium lucidum,-122.540049999999994,45.821330000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"36","4819460",Geranium lucidum,-122.542800000000000,45.818179999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","4","27",04-27-15,WGS84
"37","4819463",Geranium lucidum,-122.753940000000000,45.720970000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"38","4819464",Geranium lucidum,-122.669039999999995,45.709209999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"39","4819465",Geranium lucidum,-122.652360000000002,45.707310000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"40","4819466",Geranium lucidum,-122.281180000000006,45.566079999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","4","20",04-20-15,WGS84
"41","4819468",Geranium lucidum,-122.273550000000000,45.564610000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"42","4819475",Geranium lucidum,-122.266900000000007,45.561190000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2005","7","14",2005-07-14,WGS84
"43","4819477",Geranium lucidum,-122.255439999999993,45.559040000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"44","4821567",Geranium lucidum,-122.392529999999994,47.299129999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"45","4821568",Geranium lucidum,-122.352519999999998,47.275060000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"46","4821569",Geranium lucidum,-122.674800000000005,47.080159999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"47","4821570",Geranium lucidum,-122.693430000000006,47.073020000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"48","4822386",Geranium lucidum,-121.929479999999998,45.675159999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"49","4822388",Geranium lucidum,-122.244690000000006,45.560339999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"50","4822590",Geranium lucidum,-122.855580000000003,48.657310000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"52","4823152",Geranium lucidum,-122.273899999999998,47.697060000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","15",2001-01-15,WGS84
"53","4823246",Geranium lucidum,-122.477270000000004,48.489730000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2009","4","13",2009-04-13,WGS84
"54","7822909",Geranium lucidum,-122.501700000000000,45.633240000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2018","10","30",10-30-18,WGS84
"55","8166922",Geranium lucidum,-122.061800000000005,45.084099999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","6","22",06-22-19,WGS84
"56","8374079",Geranium lucidum,-122.474000000000004,44.970500000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2009","8","12",2009-08-12,WGS84
"57","8375292",Geranium lucidum,-122.462999999999994,44.798900000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","6","12",2003-06-12,WGS84
"58","8375982",Geranium lucidum,-122.659999999999997,44.603099999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","10","23",10-23-12,WGS84
"59","8376415",Geranium lucidum,-123.483999999999995,45.260199999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","12","12",2004-12-12,WGS84
"60","8376425",Geranium lucidum,-123.465999999999994,45.236899999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","6","12",2003-06-12,WGS84
"61","8376451",Geranium lucidum,-123.492999999999995,45.224699999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","6","12",2003-06-12,WGS84
"62","8376454",Geranium lucidum,-123.468000000000004,45.266900000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","12","12",2004-12-12,WGS84
"63","8376455",Geranium lucidum,-123.465999999999994,45.270000000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","12","12",2004-12-12,WGS84
"64","8376459",Geranium lucidum,-123.475999999999999,45.265599999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","12","12",2004-12-12,WGS84
"65","8376535",Geranium lucidum,-123.448999999999998,44.180500000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","9","14",09-14-12,WGS84
"66","8378777",Geranium lucidum,-123.355000000000004,45.377899999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","21",03-21-12,WGS84
"67","8378798",Geranium lucidum,-123.512000000000000,45.187300000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","2","12",2003-02-12,WGS84
"68","8378801",Geranium lucidum,-123.433000000000007,45.177399999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","12","12",2003-12-12,WGS84
"69","8378809",Geranium lucidum,-123.460999999999999,45.192500000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","12","12",2003-12-12,WGS84
"70","8378830",Geranium lucidum,-123.494000000000000,45.205199999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","2","12",2003-02-12,WGS84
"71","8378848",Geranium lucidum,-123.378000000000000,45.344700000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","10","12",2003-10-12,WGS84
"72","8378854",Geranium lucidum,-123.316000000000003,45.389800000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","30",03-30-12,WGS84
"73","8378868",Geranium lucidum,-123.320999999999998,45.398499999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","30",03-30-12,WGS84
"74","8378900",Geranium lucidum,-123.381000000000000,45.370800000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","16",03-16-12,WGS84
"75","8378907",Geranium lucidum,-123.331000000000003,45.402700000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","26",03-26-12,WGS84
"76","8378909",Geranium lucidum,-123.304000000000002,45.415700000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","30",03-30-12,WGS84
"77","8378915",Geranium lucidum,-123.338999999999999,45.391700000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","26",03-26-12,WGS84
"78","8378934",Geranium lucidum,-123.361999999999995,45.396799999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","24",03-24-12,WGS84
"79","8378968",Geranium lucidum,-123.358000000000004,45.381900000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","21",03-21-12,WGS84
"80","8378974",Geranium lucidum,-123.378000000000000,45.371299999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","13",03-16-12,WGS84
"81","8378996",Geranium lucidum,-123.426000000000002,45.387400000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","19",03-19-12,WGS84
"82","8379002",Geranium lucidum,-123.376000000000005,45.392800000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","21",03-21-12,WGS84
"83","8379228",Geranium lucidum,-122.483999999999995,44.982100000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2009","8","12",2009-08-12,WGS84
"84","8379346",Geranium lucidum,-122.492000000000004,45.015900000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","11","21",11-21-12,WGS84
"85","8379388",Geranium lucidum,-122.489999999999995,45.043799999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","10","23",10-23-12,WGS84
"86","8379914",Geranium lucidum,-122.442999999999998,44.963099999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","9","13",09-13-12,WGS84
"87","8380116",Geranium lucidum,-122.489000000000004,45.066600000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","10","23",10-23-12,WGS84
"88","8380154",Geranium lucidum,-122.484999999999999,45.021099999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","10","23",10-23-12,WGS84
"89","8380370",Geranium lucidum,-122.486000000000004,45.033600000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","10","23",10-23-12,WGS84
"90","8380403",Geranium lucidum,-122.494000000000000,45.061300000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","10","23",10-23-12,WGS84
"91","8380433",Geranium lucidum,-122.491000000000000,45.055799999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","10","23",10-23-12,WGS84
"92","8380490",Geranium lucidum,-122.483000000000004,45.016300000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","10","23",10-23-12,WGS84
"93","8383908",Geranium lucidum,-123.462000000000003,45.187899999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","12","12",2003-12-12,WGS84
"94","8383913",Geranium lucidum,-123.353999999999999,45.389899999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","24",03-24-12,WGS84
"95","8383935",Geranium lucidum,-123.432000000000002,45.271099999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2004","11","12",2004-11-12,WGS84
"96","8383968",Geranium lucidum,-123.484999999999999,45.213799999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","2","12",2003-02-12,WGS84
"97","8383982",Geranium lucidum,-123.322000000000003,45.392699999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","30",03-30-12,WGS84
"98","8383998",Geranium lucidum,-123.305999999999997,45.370500000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2012","3","28",03-28-12,WGS84
"99","8384003",Geranium lucidum,-123.486999999999995,45.207599999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","2","12",2003-02-12,WGS84
"100","8386030",Geranium lucidum,-123.539000000000001,45.223700000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","1","15",2008-01-15,WGS84
"101","8386033",Geranium lucidum,-123.581999999999994,45.272700000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","1","15",2008-01-15,WGS84
"102","8386041",Geranium lucidum,-123.591999999999999,45.281100000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","1","15",2008-01-15,WGS84
"103","8386408",Geranium lucidum,-123.366000000000000,42.994700000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","6","27",06-27-17,WGS84
"104","8386439",Geranium lucidum,-123.394000000000005,43.016599999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","5","16",05-16-17,WGS84
"105","8386479",Geranium lucidum,-123.332999999999998,43.011899999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","6","28",06-28-17,WGS84
"106","8386483",Geranium lucidum,-123.355999999999995,43.024400000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2006","7","17",2006-07-17,WGS84
"107","8386521",Geranium lucidum,-123.337999999999994,43.007500000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","6","28",06-28-17,WGS84
"108","8388834",Geranium lucidum,-123.373999999999995,45.282299999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","10","13",2008-10-13,WGS84
"109","8388838",Geranium lucidum,-123.363000000000000,45.305199999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","7","21",07-21-13,WGS84
"110","8388853",Geranium lucidum,-123.364000000000004,45.309800000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","7","21",07-21-13,WGS84
"111","8388854",Geranium lucidum,-123.373999999999995,45.309699999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","7","21",07-21-13,WGS84
"112","8388868",Geranium lucidum,-123.352999999999994,45.302500000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","6","13",2008-06-13,WGS84
"113","8388870",Geranium lucidum,-123.338999999999999,45.312199999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","7","17",07-17-13,WGS84
"114","8388885",Geranium lucidum,-123.295000000000002,45.274299999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","8","20",08-20-13,WGS84
"115","8388899",Geranium lucidum,-123.325999999999993,45.284500000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","8","28",08-28-13,WGS84
"116","8388931",Geranium lucidum,-123.323999999999998,45.314300000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","7","17",07-17-13,WGS84
"117","8388942",Geranium lucidum,-123.361999999999995,45.284399999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","10","13",2008-10-13,WGS84
"118","8388950",Geranium lucidum,-123.346999999999994,45.302999999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","6","13",2008-06-13,WGS84
"119","8389002",Geranium lucidum,-123.331000000000003,45.280600000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","8","28",08-28-13,WGS84
"120","8389353",Geranium lucidum,-123.031999999999996,42.455500000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","4","18",04-18-17,WGS84
"121","8390415",Geranium lucidum,-123.581999999999994,44.345700000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","6","26",06-26-15,WGS84
"122","8391478",Geranium lucidum,-123.521000000000001,45.458900000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","27",11-27-13,WGS84
"123","8392798",Geranium lucidum,-122.899000000000001,43.299399999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","6","26",06-26-13,WGS84
"124","8393771",Geranium lucidum,-123.611000000000004,42.561199999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","11","25",11-25-17,WGS84
"125","8393786",Geranium lucidum,-123.584000000000003,42.597900000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2017","5","30",05-30-17,WGS84
"126","8393875",Geranium lucidum,-123.379999999999995,45.010800000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","9","23",09-23-16,WGS84
"127","8393919",Geranium lucidum,-123.341999999999999,45.290300000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","6","13",2008-06-13,WGS84
"128","8393928",Geranium lucidum,-123.355000000000004,45.293399999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","6","13",2008-06-13,WGS84
"129","8393938",Geranium lucidum,-123.552999999999997,45.205700000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","9","23",09-23-15,WGS84
"130","8393954",Geranium lucidum,-123.534999999999997,45.194699999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2011","8","13",2011-08-13,WGS84
"131","8394067",Geranium lucidum,-123.578000000000003,44.336199999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","7","15",2007-07-15,WGS84
"132","8394068",Geranium lucidum,-123.435000000000002,44.292999999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","6","17",06-17-15,WGS84
"133","8394330",Geranium lucidum,-123.575999999999993,44.304400000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","1","15",2007-01-15,WGS84
"134","8395958",Geranium lucidum,-122.403000000000006,44.582799999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2008","3","17",2008-03-17,WGS84
"135","8396546",Geranium lucidum,-122.816000000000003,43.670999999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","8","16",08-16-15,WGS84
"136","8399922",Geranium lucidum,-123.668000000000006,44.336799999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","7","16",07-16-16,WGS84
"137","8400892",Geranium lucidum,-123.528999999999996,45.217900000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2011","11","13",2011-11-13,WGS84
"138","8400947",Geranium lucidum,-123.507999999999996,45.234099999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","29",10-29-13,WGS84
"139","8400952",Geranium lucidum,-123.572000000000003,45.225999999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","23",10-23-13,WGS84
"140","8400978",Geranium lucidum,-123.488000000000000,45.300199999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","20",11-20-13,WGS84
"141","8400996",Geranium lucidum,-123.543999999999997,45.277200000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","20",11-20-13,WGS84
"142","8401027",Geranium lucidum,-123.578000000000003,45.267699999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2010","7","14",2010-07-14,WGS84
"143","8401044",Geranium lucidum,-123.543999999999997,45.283000000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","20",11-20-13,WGS84
"144","8401056",Geranium lucidum,-123.575000000000003,45.272900000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2010","7","14",2010-07-14,WGS84
"145","8401124",Geranium lucidum,-123.519000000000005,45.457999999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","27",11-27-13,WGS84
"146","8401133",Geranium lucidum,-123.584000000000003,45.264699999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2010","7","14",2010-07-14,WGS84
"147","8401134",Geranium lucidum,-123.492000000000004,45.292800000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","11","20",11-20-13,WGS84
"148","8401254",Geranium lucidum,-122.769999999999996,43.814700000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2006","3","14",2006-03-14,WGS84
"149","8401515",Geranium lucidum,-123.376999999999995,43.874400000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","6","30",06-30-15,WGS84
"150","8401520",Geranium lucidum,-122.962000000000003,43.778199999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2015","7","29",07-29-15,WGS84
"151","8401706",Geranium lucidum,-123.445999999999998,44.026800000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2005","6","13",2005-06-13,WGS84
"152","8401823",Geranium lucidum,-123.495999999999995,44.244700000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","6","24",06-24-13,WGS84
"153","8401826",Geranium lucidum,-123.174000000000007,44.037999999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2001","1","14",2001-01-14,WGS84
"154","8401871",Geranium lucidum,-123.260000000000005,43.816000000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","5","19",05-19-14,WGS84
"155","8401976",Geranium lucidum,-123.661000000000001,43.985900000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2003","1","13",2003-01-13,WGS84
"156","8402002",Geranium lucidum,-123.271000000000001,43.103400000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","4","13",04-13-16,WGS84
"157","8403200",Geranium lucidum,-123.486999999999995,44.984699999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","7","21",07-21-16,WGS84
"158","8403226",Geranium lucidum,-123.498999999999995,44.983800000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2016","7","21",07-21-16,WGS84
"159","8403290",Geranium lucidum,-123.521000000000001,44.991100000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","6","16",2007-06-16,WGS84
"160","8403303",Geranium lucidum,-123.510000000000005,44.990200000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","5","16",2007-05-16,WGS84
"161","8403349",Geranium lucidum,-123.549000000000007,44.993099999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","6","16",2007-06-16,WGS84
"162","8403380",Geranium lucidum,-123.563000000000002,44.990099999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","6","16",2007-06-16,WGS84
"163","8403446",Geranium lucidum,-123.576999999999998,44.994500000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2007","12","16",2007-12-16,WGS84
"164","8403591",Geranium lucidum,-123.525999999999996,45.109600000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","21",10-21-13,WGS84
"165","8403615",Geranium lucidum,-123.480999999999995,45.186500000000002,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","10","27",10-27-14,WGS84
"166","8403635",Geranium lucidum,-123.492000000000004,45.188099999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","10","27",10-27-14,WGS84
"167","8403648",Geranium lucidum,-123.566000000000003,45.147199999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","19",10-19-13,WGS84
"168","8403679",Geranium lucidum,-123.498999999999995,45.195799999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","10","27",10-27-14,WGS84
"169","8403750",Geranium lucidum,-123.543999999999997,45.196500000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2011","8","13",2011-08-13,WGS84
"170","8403762",Geranium lucidum,-123.531999999999996,45.212499999999999,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","18",10-18-13,WGS84
"171","8403787",Geranium lucidum,-123.564999999999998,45.216200000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2013","10","23",10-23-13,WGS84
"172","8403790",Geranium lucidum,-123.361999999999995,45.342900000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2010","1","13",2010-01-13,WGS84
"173","8403806",Geranium lucidum,-123.307000000000002,45.385599999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2009","9","13",2009-09-13,WGS84
"174","8403841",Geranium lucidum,-123.290000000000006,45.423299999999998,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","11","17",11-17-14,WGS84
"175","8403845",Geranium lucidum,-123.251000000000005,45.431300000000000,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","11","18",11-18-14,WGS84
"176","8403881",Geranium lucidum,-123.332999999999998,45.426200000000001,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2009","8","13",2009-08-13,WGS84
"177","8403904",Geranium lucidum,-123.334999999999994,45.429699999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2009","8","13",2009-08-13,WGS84
"178","8403955",Geranium lucidum,-123.350999999999999,45.350499999999997,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2014","11","29",11-29-14,WGS84
"179","8403958",Geranium lucidum,-123.352000000000004,45.335500000000003,NA,NA,PRESENT,NA,EDDMaps,NA,NA,"2010","1","13",2010-01-13,WGS84
